date,start_city,end_city,distance_km,cargo_weight_kg,vehicle_type,weather_condition,traffic_density,fuel_type,fuel_consumption_liters,carbon_emissions_kg,delivery_time_hours,cost_inr
2023-03-02,Bangalore,Kolkata,1666.69,3675.14,Container,Cloudy,Low,Diesel,747.87,1671.07,40.69,22468.18
2023-06-20,Delhi,Kolkata,1373.95,1250.87,Container,Foggy,Medium,Diesel,638.86,1965.87,25.45,19369.27
2023-05-11,Chennai,Mumbai,1001.12,4505.44,Container,Rainy,High,CNG,707.93,1343.87,13.98,12418.48
2023-06-24,Jaipur,Lucknow,524.46,614.51,Van,Clear,Low,CNG,69.59,129.19,9.39,6591.62
2024-04-14,Mumbai,Chennai,1121.92,2032.72,Truck,Cloudy,Medium,Electric,362.24,206.4,19.02,10270.96
2023-08-25,Bangalore,Jaipur,1552.85,1900.48,Truck,Foggy,High,CNG,613.93,1106.02,21.76,17872.67
2023-10-12,Mumbai,Lucknow,1291.66,2140.67,Van,Stormy,High,CNG,331.27,746.5,21.02,13286.67
2023-06-23,Hyderabad,Pune,623.73,1132.49,Truck,Rainy,Medium,Diesel,212.94,544.3,7.86,8291.46
2023-12-28,Bangalore,Ahmedabad,1223.53,2774.55,Truck,Stormy,Low,CNG,451.53,874.71,16.46,17255.1
2023-08-20,Kolkata,Ahmedabad,1748.57,675.48,Truck,Foggy,Low,CNG,477.04,963.34,23.89,18030.5
2024-02-03,Jaipur,Kolkata,1472.36,1220.11,Truck,Clear,Medium,Diesel,422.18,1089.58,30.62,13343.37
2023-06-24,Jaipur,Mumbai,837.67,4550.37,Van,Stormy,Low,Petrol,198.06,441.28,10.89,13271.4
2023-04-16,Jaipur,Kolkata,1511.63,3213.24,Van,Rainy,Low,Petrol,299.6,668.98,21.91,18560.39
2023-06-20,Jaipur,Delhi,169.73,2031.74,Truck,Cloudy,Low,Diesel,47.65,108.72,2.89,2428.49
2023-06-14,Jaipur,Kolkata,1417.08,2991.7,Truck,Stormy,Medium,Petrol,611.63,1433.06,29.51,15675.14
2023-03-22,Jaipur,Hyderabad,1177.81,4251.42,Van,Clear,Medium,Petrol,241.29,571.34,23.12,11673.98
2023-10-09,Lucknow,Jaipur,482.63,1667.01,Container,Clear,Low,CNG,175.96,322.85,9.15,5172.79
2023-10-04,Kolkata,Chennai,1321.35,4848.88,Truck,Clear,Medium,CNG,501.42,888.6,22.88,14198.37
2023-08-07,Ahmedabad,Mumbai,340.41,3112.1,Truck,Foggy,Low,Diesel,114.07,328.57,6.11,5958.54
2024-02-23,Lucknow,Ahmedabad,1013.34,3318.05,Container,Cloudy,Medium,CNG,509.25,878.47,21.14,15145.4
2024-02-21,Jaipur,Delhi,120.19,4972.32,Van,Stormy,Low,Diesel,29.24,76.13,1.67,4035.48
2024-04-30,Delhi,Jaipur,261.3,3062.2,Van,Foggy,Medium,Petrol,56.42,142.06,5.34,5196.55
2024-02-08,Lucknow,Kolkata,888.79,2278.12,Van,Foggy,Low,CNG,156.87,319.44,11.94,10269.89
2023-09-03,Ahmedabad,Mumbai,437.87,2943.61,Truck,Foggy,Low,CNG,144.84,265.04,7.49,5498.3
2023-06-16,Hyderabad,Bangalore,512.48,2900.24,Container,Clear,Medium,Diesel,237.59,666.52,8.23,5804.41
2023-05-03,Kolkata,Lucknow,932.18,4073.95,Van,Foggy,High,Electric,245.17,126.02,14.38,13069.92
2024-02-06,Ahmedabad,Pune,550.78,4748.19,Truck,Cloudy,Low,Electric,189.54,91.27,6.95,8967.17
2024-01-14,Hyderabad,Lucknow,1078.92,4914.44,Container,Rainy,Low,Diesel,603.43,1427.56,13.97,15425.11
2023-10-12,Ahmedabad,Delhi,862.96,3149.29,Container,Stormy,Medium,CNG,530.13,1023.17,19.65,11167.71
2023-06-17,Kolkata,Ahmedabad,1681.28,1414.5,Truck,Stormy,Low,Electric,554.4,253.84,28.13,21926.89
2024-01-23,Delhi,Kolkata,1393.51,2800.74,Truck,Stormy,High,Diesel,669.91,2042.13,30.38,14003.95
2023-04-11,Jaipur,Kolkata,1612.58,4395.1,Van,Stormy,High,Electric,490.38,238.58,33.44,25002.56
2023-11-10,Kolkata,Hyderabad,1235.64,4223.84,Van,Cloudy,Low,Diesel,230.68,635.87,15.55,15493.14
2023-01-01,Bangalore,Hyderabad,520.53,4802.21,Truck,Cloudy,High,Diesel,233.72,719.81,7.64,9555.93
2023-12-26,Hyderabad,Delhi,1255.91,4342.83,Van,Clear,Low,Electric,225.17,110.88,19.75,17715.22
2023-12-06,Pune,Ahmedabad,577.99,4518.91,Van,Foggy,High,Petrol,156.82,354.85,12.31,7446.03
2024-03-22,Jaipur,Pune,985.52,3319.67,Van,Foggy,Low,CNG,188.7,258.43,14.75,10470.34
2024-05-14,Delhi,Mumbai,1264.93,3752.18,Truck,Foggy,High,Electric,577.92,281.98,15.89,12745.22
2023-08-21,Pune,Jaipur,917.2,1847.28,Container,Stormy,Medium,Petrol,507.66,1220.43,15.19,11805.62
2023-11-06,Ahmedabad,Pune,576.97,1754.42,Van,Rainy,Low,Electric,101.73,48.16,14.32,7504.91
2023-01-18,Chennai,Lucknow,1577.3,1825.79,Van,Foggy,High,CNG,348.57,710.93,19.93,19804.28
2023-03-14,Hyderabad,Delhi,1291.53,1142.83,Container,Foggy,High,Diesel,672.34,1930.84,18.66,15662.78
2023-05-06,Kolkata,Jaipur,1516.8,3463.43,Container,Clear,High,Diesel,829.62,2391.08,25.75,21741.03
2024-04-07,Delhi,Lucknow,503.08,3261.22,Container,Cloudy,High,Diesel,284.58,796.96,9.36,8396.87
2023-08-04,Ahmedabad,Jaipur,558.9,849.42,Container,Foggy,High,CNG,283.29,501.12,10.33,8721.25
2024-01-08,Kolkata,Hyderabad,1156.37,797.04,Truck,Clear,High,CNG,360.69,585.5,16.2,11757.68
2024-02-19,Ahmedabad,Bangalore,1207.6,4137.06,Container,Clear,High,CNG,693.55,1304.05,17.38,11960.1
2023-05-10,Ahmedabad,Delhi,808.16,1848.05,Truck,Stormy,Low,CNG,276.62,569.29,17.84,8978.82
2024-04-10,Kolkata,Mumbai,1762.3,4075.32,Container,Clear,High,Petrol,1007.7,2137.59,27.68,18000.49
2023-09-06,Ahmedabad,Hyderabad,898.07,828.06,Truck,Cloudy,High,Petrol,294.97,687.01,19.01,10913.99
2024-03-04,Mumbai,Pune,100.0,1545.73,Truck,Rainy,High,Petrol,40.03,85.41,1.67,2268.37
2023-04-18,Pune,Chennai,977.02,4681.53,Container,Foggy,High,Petrol,670.14,1450.52,15.48,15914.38
2023-07-24,Mumbai,Hyderabad,691.75,1946.73,Truck,Clear,Low,Electric,183.65,90.04,11.71,8813.58
2023-03-16,Jaipur,Chennai,1536.71,3382.14,Van,Foggy,Medium,CNG,339.96,650.78,25.1,18661.16
2023-02-19,Kolkata,Jaipur,1479.78,2110.16,Van,Cloudy,High,Diesel,305.77,842.18,19.29,19496.0
2023-05-11,Pune,Kolkata,1629.2,4498.97,Van,Cloudy,Medium,Diesel,356.54,987.54,24.62,19744.01
2023-06-10,Chennai,Kolkata,1233.45,3136.39,Container,Cloudy,High,Petrol,691.16,1625.94,19.93,17244.85
2023-12-17,Delhi,Mumbai,1134.63,3571.78,Van,Clear,High,Diesel,250.23,683.31,19.62,12605.67
2023-01-30,Kolkata,Hyderabad,1278.74,4201.41,Truck,Clear,Low,Diesel,403.55,976.23,16.49,18208.04
2023-07-12,Chennai,Delhi,1781.11,2840.76,Container,Clear,Low,Petrol,714.71,1877.12,26.88,26888.92
2023-08-28,Lucknow,Bangalore,1604.05,1721.34,Truck,Rainy,Medium,CNG,576.58,1061.64,24.15,14543.24
2024-02-04,Ahmedabad,Kolkata,1662.01,1102.23,Van,Cloudy,Medium,Petrol,278.51,641.55,38.69,22888.12
2023-04-02,Pune,Ahmedabad,493.49,3868.9,Van,Clear,Medium,CNG,98.39,193.78,8.56,7581.05
2023-10-04,Chennai,Ahmedabad,1364.29,1742.76,Truck,Foggy,Low,Petrol,409.41,947.2,19.28,13871.27
2023-02-07,Delhi,Jaipur,230.31,4277.02,Container,Cloudy,Low,Diesel,107.89,293.64,5.38,5153.97
2024-04-22,Ahmedabad,Mumbai,396.46,958.52,Van,Rainy,High,Diesel,84.72,252.6,9.55,4734.58
2023-09-02,Bangalore,Pune,675.34,4292.2,Van,Stormy,Low,Electric,156.85,72.0,11.76,11538.93
2023-03-04,Delhi,Lucknow,525.22,4513.42,Truck,Clear,Medium,Electric,194.81,90.94,8.38,9896.26
2023-11-20,Hyderabad,Pune,571.7,2197.93,Container,Cloudy,Medium,Diesel,263.14,695.54,7.16,8262.12
2023-11-28,Hyderabad,Lucknow,1081.87,2244.42,Van,Clear,Medium,CNG,190.42,442.63,22.48,13976.31
2023-09-07,Pune,Chennai,1004.51,519.63,Van,Foggy,Low,CNG,151.9,321.99,23.15,12745.47
2023-09-08,Chennai,Bangalore,323.42,3498.73,Truck,Rainy,Low,Petrol,116.42,246.97,5.82,6131.38
2023-06-23,Kolkata,Jaipur,1481.21,1841.23,Container,Foggy,Low,Diesel,630.32,1722.59,35.06,20938.38
2024-04-26,Mumbai,Ahmedabad,449.54,3398.67,Truck,Rainy,High,Electric,208.81,101.43,6.7,8046.8
2023-09-08,Bangalore,Kolkata,1594.5,4805.6,Truck,Clear,High,Petrol,681.99,1504.48,24.1,20418.28
2023-11-20,Lucknow,Mumbai,1101.79,2559.65,Truck,Rainy,Low,Petrol,369.02,853.87,26.23,12464.54
2024-02-23,Delhi,Jaipur,219.18,2164.16,Container,Rainy,High,Diesel,129.98,305.81,3.01,3010.71
2024-02-20,Lucknow,Chennai,1591.4,4326.57,Truck,Rainy,Medium,CNG,699.18,1312.99,21.67,23114.84
2023-06-14,Pune,Hyderabad,560.27,2625.27,Truck,Stormy,High,Petrol,265.65,543.77,7.63,8905.22
2023-03-14,Mumbai,Chennai,1042.75,3550.16,Van,Clear,Low,CNG,176.62,355.15,14.83,11343.75
2023-03-10,Hyderabad,Lucknow,1007.46,1114.7,Truck,Foggy,Low,Diesel,286.16,829.64,22.9,14592.9
2023-01-04,Lucknow,Pune,1277.59,1920.32,Truck,Clear,Medium,Diesel,389.19,1127.53,31.71,19463.39
2023-04-16,Lucknow,Kolkata,890.8,3709.43,Van,Foggy,High,Petrol,228.22,613.78,19.48,10670.62
2023-11-02,Ahmedabad,Pune,529.31,1793.34,Truck,Rainy,High,Diesel,216.4,571.36,11.21,6983.37
2023-04-09,Delhi,Hyderabad,1238.57,1001.8,Van,Foggy,Low,Petrol,195.88,445.12,27.71,15006.33
2024-01-30,Delhi,Pune,1099.23,4259.66,Container,Stormy,Low,Electric,636.78,322.18,16.9,12524.94
2023-09-12,Mumbai,Kolkata,1750.81,2717.89,Truck,Rainy,High,Electric,771.91,347.58,37.21,23578.48
2023-08-11,Mumbai,Delhi,1206.03,3178.09,Container,Cloudy,Medium,Petrol,599.72,1051.5,24.09,16444.6
2023-03-22,Ahmedabad,Mumbai,438.42,4835.75,Truck,Clear,High,Petrol,187.9,422.64,6.14,7413.81
2023-08-03,Delhi,Bangalore,1848.06,1903.39,Truck,Foggy,High,CNG,730.83,1448.47,38.54,24492.18
2023-05-02,Hyderabad,Chennai,552.75,2845.83,Truck,Cloudy,Low,Diesel,165.68,475.91,7.95,9210.77
2023-01-28,Pune,Chennai,921.49,1695.12,Truck,Foggy,High,Electric,358.03,182.46,12.19,9154.44
2023-08-23,Lucknow,Ahmedabad,1027.03,2066.43,Truck,Foggy,Medium,Petrol,364.2,971.63,14.93,13793.15
2023-05-24,Kolkata,Chennai,1433.86,4883.87,Van,Rainy,Low,Diesel,320.12,741.98,31.54,22460.83
2023-11-06,Ahmedabad,Pune,528.37,4011.69,Truck,Cloudy,Low,CNG,172.74,343.3,11.42,9171.53
2023-07-30,Lucknow,Bangalore,1470.76,1863.12,Container,Stormy,Low,Diesel,708.82,1721.77,19.8,17734.21
2024-01-12,Chennai,Jaipur,1608.59,3863.5,Van,Cloudy,Low,Electric,292.7,122.3,21.48,17591.04
2023-08-02,Pune,Chennai,898.63,4810.05,Container,Rainy,High,Diesel,648.8,1731.62,11.35,9846.01
2023-09-03,Ahmedabad,Lucknow,1022.98,4832.46,Truck,Foggy,High,Electric,504.09,257.86,14.13,15588.69
2023-12-21,Delhi,Jaipur,236.42,1514.22,Van,Rainy,Low,Diesel,40.83,102.32,3.41,4220.58
2023-01-09,Bangalore,Pune,723.87,3300.86,Van,Rainy,High,Diesel,187.75,487.18,12.23,8986.04
2023-04-05,Ahmedabad,Mumbai,459.04,1161.33,Van,Foggy,Low,Electric,73.65,42.03,6.41,5443.28
2023-09-29,Ahmedabad,Mumbai,464.29,2246.75,Container,Clear,Medium,CNG,204.34,441.62,11.24,6221.89
2023-11-14,Kolkata,Lucknow,891.77,2053.36,Container,Rainy,High,Diesel,524.0,1523.5,11.85,12753.71
2023-07-16,Mumbai,Lucknow,1231.72,2614.95,Container,Cloudy,Low,Diesel,509.84,1430.1,22.55,16499.42
2023-10-15,Hyderabad,Pune,545.66,779.91,Truck,Stormy,High,Diesel,220.91,628.74,7.98,5537.17
2024-01-13,Hyderabad,Chennai,475.23,1104.24,Container,Clear,High,Electric,214.38,129.59,6.13,6283.75
2023-05-22,Chennai,Kolkata,1386.32,1588.52,Van,Cloudy,Medium,Electric,242.49,128.33,32.87,15502.67
2023-12-30,Ahmedabad,Jaipur,661.41,843.08,Container,Stormy,Low,Electric,291.35,145.77,10.79,9534.21
2023-04-07,Kolkata,Jaipur,1518.86,2568.49,Container,Cloudy,High,Diesel,814.3,2047.53,20.07,18303.2
2023-03-26,Delhi,Ahmedabad,696.06,697.55,Truck,Cloudy,Low,Diesel,173.74,537.03,13.64,9313.74
2023-05-31,Ahmedabad,Bangalore,1237.19,1441.33,Truck,Stormy,High,Diesel,531.6,1249.15,21.83,16527.97
2023-05-30,Bangalore,Jaipur,1538.92,4822.82,Van,Foggy,Medium,Diesel,377.1,1070.1,32.36,14960.13
2023-12-02,Chennai,Lucknow,1532.04,1667.94,Container,Cloudy,Medium,CNG,674.53,1352.01,23.27,16589.7
2023-10-18,Lucknow,Jaipur,673.9,828.87,Container,Foggy,Medium,CNG,301.59,505.34,14.88,9529.22
2024-01-30,Bangalore,Hyderabad,507.93,1355.48,Truck,Foggy,Medium,CNG,169.51,330.21,6.88,5268.62
2023-04-04,Kolkata,Jaipur,1498.07,3907.9,Truck,Stormy,Low,CNG,601.9,1169.92,18.98,22740.19
2023-10-22,Bangalore,Chennai,293.06,3732.49,Truck,Clear,Low,CNG,89.43,151.93,6.5,4744.91
2024-05-15,Bangalore,Kolkata,1637.46,3499.7,Container,Clear,High,CNG,898.02,1516.86,30.46,19123.93
2023-07-27,Jaipur,Bangalore,1571.99,3972.32,Container,Cloudy,Low,Diesel,720.7,1699.1,20.35,23018.75
2023-11-28,Ahmedabad,Hyderabad,891.38,540.67,Truck,Clear,High,CNG,271.43,526.54,13.07,10358.36
2024-01-10,Kolkata,Bangalore,1632.39,1529.05,Container,Foggy,Medium,Diesel,777.79,2041.24,27.59,14281.66
2023-08-17,Jaipur,Delhi,184.19,1947.51,Van,Clear,Medium,Petrol,31.63,77.49,3.39,2868.05
2023-04-11,Lucknow,Chennai,1553.12,929.3,Container,Stormy,Low,CNG,689.59,1433.34,37.97,18743.16
2023-06-12,Ahmedabad,Delhi,784.82,2664.01,Container,Foggy,Low,Electric,357.18,177.41,12.24,10420.89
2023-07-09,Mumbai,Pune,100.0,1799.98,Van,Rainy,High,Electric,23.01,11.89,1.8,1708.52
2023-04-21,Hyderabad,Pune,566.37,4969.65,Van,Foggy,High,Diesel,158.44,416.92,8.19,8776.9
2024-01-09,Pune,Jaipur,888.64,3894.19,Van,Rainy,High,Electric,240.76,101.08,11.71,9924.38
2024-03-20,Lucknow,Delhi,380.53,4043.97,Truck,Rainy,Medium,Electric,163.89,90.2,6.24,5959.65
2023-08-01,Lucknow,Pune,1234.18,2113.6,Truck,Clear,Medium,CNG,382.06,624.12,26.26,14922.62
2023-10-11,Lucknow,Bangalore,1523.87,1362.17,Truck,Rainy,Medium,CNG,530.98,1105.37,25.56,21648.96
2023-04-25,Kolkata,Hyderabad,1162.07,675.18,Van,Stormy,High,Electric,262.06,131.46,28.29,9654.07
2023-08-02,Kolkata,Hyderabad,1218.03,4777.07,Container,Foggy,Low,CNG,646.84,1340.99,25.82,19864.33
2023-11-03,Chennai,Mumbai,979.39,3110.4,Truck,Cloudy,Medium,Diesel,344.55,1106.52,14.03,13373.96
2023-07-11,Lucknow,Pune,1294.72,1771.23,Van,Foggy,High,Diesel,284.81,771.24,21.4,16456.98
2023-08-25,Kolkata,Bangalore,1640.43,4759.05,Container,Clear,Low,CNG,756.6,1425.16,21.83,17058.91
2023-01-25,Bangalore,Mumbai,846.85,4011.64,Van,Cloudy,Medium,CNG,179.1,379.47,16.41,11920.12
2023-10-06,Delhi,Lucknow,455.81,1421.06,Truck,Rainy,Low,Petrol,138.82,209.36,8.62,5365.93
2024-02-26,Kolkata,Hyderabad,1175.77,1992.04,Container,Cloudy,Low,CNG,462.65,930.18,25.7,11529.29
2023-02-22,Kolkata,Pune,1653.63,820.21,Van,Foggy,Medium,Petrol,295.79,713.6,33.94,19465.97
2023-08-02,Chennai,Lucknow,1399.43,4148.95,Container,Stormy,High,Diesel,1045.71,2858.27,23.95,14018.35
2023-03-13,Bangalore,Mumbai,832.38,3621.28,Van,Cloudy,Medium,CNG,171.13,363.8,11.45,13653.76
2023-01-15,Lucknow,Jaipur,606.7,1182.18,Van,Rainy,High,CNG,132.29,287.25,8.69,5948.32
2023-04-18,Bangalore,Chennai,302.78,1771.13,Container,Rainy,Medium,Petrol,153.7,392.41,6.7,3474.37
2023-04-11,Delhi,Bangalore,1721.95,1075.4,Truck,Foggy,Medium,Diesel,560.48,1489.85,38.86,23872.54
2023-02-03,Jaipur,Mumbai,962.37,745.85,Van,Clear,Medium,Diesel,148.66,296.48,18.48,8141.12
2023-04-05,Delhi,Bangalore,1692.8,1536.87,Container,Rainy,High,Petrol,952.07,1960.48,25.33,14657.54
2024-03-13,Bangalore,Hyderabad,560.66,4317.91,Container,Cloudy,Medium,Petrol,302.91,757.15,9.34,9503.59
2023-09-28,Chennai,Lucknow,1443.35,1963.83,Container,Clear,Low,Diesel,539.63,1348.21,29.65,14464.03
2024-04-18,Kolkata,Bangalore,1644.65,1317.26,Container,Clear,High,Diesel,756.15,2143.95,33.87,19620.39
2023-12-11,Ahmedabad,Hyderabad,946.2,4130.12,Container,Stormy,Low,Electric,543.15,264.74,12.08,10832.47
2023-07-28,Hyderabad,Ahmedabad,980.01,3474.56,Van,Rainy,High,Petrol,257.5,492.51,22.02,16331.94
2024-01-26,Delhi,Jaipur,250.97,3691.94,Truck,Stormy,Low,Electric,99.27,45.62,4.61,4360.21
2023-05-26,Mumbai,Bangalore,880.32,3126.98,Van,Foggy,Low,Electric,166.12,78.33,15.11,13142.53
2023-04-07,Ahmedabad,Chennai,1428.12,1834.52,Container,Foggy,Medium,Electric,698.49,296.75,19.23,21286.92
2023-12-11,Ahmedabad,Hyderabad,955.55,961.32,Truck,Clear,High,Electric,302.58,163.45,21.62,11055.14
2024-01-15,Delhi,Bangalore,1846.94,2161.76,Truck,Foggy,Medium,Diesel,660.14,2319.36,23.98,28498.73
2023-03-04,Delhi,Pune,1240.52,2577.72,Truck,Cloudy,Low,Electric,364.07,200.16,25.16,14900.95
2024-01-23,Ahmedabad,Kolkata,1765.18,3780.41,Container,Stormy,High,CNG,1284.66,2616.29,24.66,23967.02
2023-09-19,Pune,Hyderabad,508.03,4131.82,Van,Stormy,Medium,Electric,134.16,71.62,9.93,8861.26
2023-11-18,Delhi,Bangalore,1719.25,2010.25,Van,Foggy,Medium,Petrol,341.35,701.76,22.13,15116.81
2023-11-06,Mumbai,Bangalore,909.22,3029.33,Van,Clear,Low,Electric,148.08,80.98,13.54,9760.48
2023-04-14,Lucknow,Delhi,473.57,2212.33,Truck,Stormy,Medium,Electric,192.14,102.49,9.15,6545.3
2024-05-02,Jaipur,Kolkata,1499.49,3805.0,Container,Cloudy,High,Diesel,883.0,2239.91,21.25,24297.32
2023-08-24,Delhi,Ahmedabad,791.96,4275.49,Van,Cloudy,Medium,Electric,170.64,84.71,19.11,9453.89
2024-01-02,Kolkata,Bangalore,1598.45,1557.38,Van,Foggy,Low,CNG,265.56,538.62,28.77,22114.98
2023-09-01,Lucknow,Ahmedabad,1066.45,2958.94,Container,Stormy,High,Electric,729.87,385.93,17.07,11177.99
2023-11-12,Mumbai,Ahmedabad,530.34,4381.88,Van,Foggy,High,Electric,142.53,71.55,7.91,9279.09
2023-03-07,Kolkata,Pune,1696.54,2987.18,Truck,Clear,High,Diesel,636.52,1616.13,23.09,19209.09
2023-08-08,Lucknow,Mumbai,1193.6,4393.83,Container,Cloudy,Medium,Diesel,648.29,1688.8,22.18,14731.59
2023-11-28,Hyderabad,Mumbai,626.34,1805.2,Container,Rainy,Low,Petrol,277.28,585.25,11.93,6285.7
2023-10-03,Delhi,Hyderabad,1284.61,4085.07,Truck,Cloudy,Low,Diesel,422.19,1223.1,24.22,16464.02
2023-10-29,Pune,Lucknow,1248.03,3072.86,Van,Cloudy,Low,Electric,214.14,92.44,30.52,14285.85
2023-02-21,Lucknow,Pune,1217.34,1794.35,Van,Stormy,Low,Electric,233.31,109.19,18.0,12390.55
2023-07-06,Ahmedabad,Lucknow,970.47,3295.82,Container,Cloudy,Low,CNG,423.38,710.26,12.32,10782.23
2023-06-02,Delhi,Lucknow,534.74,2320.37,Truck,Cloudy,Medium,Diesel,176.78,432.64,6.7,6942.98
2023-05-20,Chennai,Delhi,1742.49,3584.5,Container,Stormy,Low,CNG,961.63,1547.04,40.82,25504.54
2023-09-16,Ahmedabad,Pune,498.09,2182.64,Truck,Cloudy,Low,CNG,141.59,270.19,6.9,6585.41
2023-11-16,Jaipur,Hyderabad,1107.17,3521.66,Truck,Foggy,Medium,CNG,439.97,896.38,18.27,15822.92
2023-04-20,Jaipur,Bangalore,1501.11,2382.5,Truck,Stormy,Low,Electric,536.97,282.47,22.6,21857.5
2024-04-23,Ahmedabad,Kolkata,1733.01,1750.34,Container,Stormy,High,Electric,1075.44,551.72,27.66,22342.44
2023-03-19,Jaipur,Chennai,1588.39,4911.66,Van,Foggy,Low,Petrol,340.48,655.28,22.74,23674.74
2024-03-09,Pune,Ahmedabad,521.34,1307.14,Van,Clear,High,Petrol,95.79,204.49,9.23,7830.31
2023-05-03,Bangalore,Hyderabad,575.48,3670.49,Container,Stormy,Low,Electric,319.6,150.0,12.92,7212.15
2023-08-05,Chennai,Hyderabad,424.67,2289.26,Van,Foggy,High,Electric,97.53,44.23,6.45,4652.03
2023-12-04,Bangalore,Hyderabad,458.37,2673.68,Truck,Clear,Medium,CNG,148.46,268.92,7.39,7071.07
2023-11-05,Mumbai,Jaipur,881.77,3455.4,Truck,Clear,Low,CNG,263.66,460.14,16.98,9174.31
2023-05-01,Pune,Hyderabad,533.54,846.41,Container,Clear,Medium,Petrol,207.97,499.43,12.0,7434.6
2023-09-12,Delhi,Lucknow,446.52,3195.7,Container,Stormy,High,CNG,311.18,587.29,5.92,5914.15
2024-02-17,Delhi,Pune,1261.35,1703.31,Van,Stormy,High,Electric,311.85,175.38,18.04,13025.63
2024-05-11,Pune,Chennai,973.95,3679.83,Truck,Clear,Low,Petrol,296.08,605.4,19.1,12415.65
2023-06-12,Lucknow,Mumbai,1164.67,1719.93,Van,Stormy,Medium,Diesel,255.08,746.93,18.84,14048.68
2024-02-25,Chennai,Hyderabad,567.87,4760.3,Truck,Cloudy,Medium,CNG,224.91,448.18,10.85,9488.59
2023-05-10,Lucknow,Mumbai,1232.67,3144.14,Container,Clear,High,Petrol,658.22,1562.58,19.85,14102.06
2023-01-05,Hyderabad,Delhi,1318.15,2336.68,Container,Rainy,Medium,Electric,701.28,391.65,17.26,15339.5
2024-03-16,Kolkata,Hyderabad,1240.57,1638.96,Truck,Rainy,Medium,Petrol,442.8,996.69,16.41,18697.69
2023-08-30,Hyderabad,Ahmedabad,935.63,2295.66,Truck,Cloudy,Low,Electric,268.43,133.38,13.47,14700.89
2023-09-17,Hyderabad,Ahmedabad,887.76,3526.07,Truck,Rainy,High,CNG,416.27,841.53,20.81,11480.53
2023-11-19,Jaipur,Hyderabad,1097.99,916.81,Van,Clear,Low,Petrol,149.83,340.08,19.02,14169.79
2023-02-26,Mumbai,Ahmedabad,455.21,2453.09,Truck,Cloudy,Medium,Diesel,152.11,415.39,9.83,6513.56
2023-05-14,Bangalore,Ahmedabad,1225.38,3755.52,Van,Foggy,Medium,Petrol,278.65,540.26,26.11,16767.58
2023-04-04,Hyderabad,Kolkata,1239.18,3259.81,Truck,Clear,Medium,CNG,419.91,807.56,22.23,14816.27
2024-04-09,Lucknow,Chennai,1465.03,3713.24,Truck,Clear,High,Petrol,580.39,1433.16,33.63,18319.12
2023-11-04,Kolkata,Bangalore,1619.43,561.85,Truck,Foggy,High,Electric,568.24,300.26,32.13,14245.95
2024-01-31,Hyderabad,Bangalore,460.61,1718.63,Container,Clear,Low,Electric,168.68,78.51,6.0,6007.04
2023-05-28,Ahmedabad,Delhi,891.9,3230.29,Truck,Rainy,Low,CNG,314.67,592.1,12.77,11135.79
2023-08-03,Pune,Chennai,904.37,4781.71,Container,Rainy,Medium,Petrol,576.5,1363.61,19.15,14642.64
2024-04-09,Mumbai,Hyderabad,670.67,4203.43,Van,Rainy,High,Electric,185.75,97.08,13.43,10203.64
2024-05-13,Ahmedabad,Delhi,810.45,1401.27,Truck,Foggy,Low,CNG,236.14,492.13,11.97,11080.87
2023-02-18,Pune,Ahmedabad,590.55,3820.63,Container,Stormy,Medium,Diesel,381.31,1091.53,9.48,6850.14
2023-01-03,Chennai,Jaipur,1575.58,2170.01,Van,Stormy,High,Diesel,405.07,1089.7,31.42,20523.94
2023-10-25,Kolkata,Ahmedabad,1761.37,2922.49,Container,Cloudy,Low,Diesel,746.86,2154.99,37.34,17646.59
2023-12-30,Ahmedabad,Hyderabad,867.73,4529.06,Van,Rainy,Low,CNG,189.11,316.21,14.17,10067.64
2024-01-18,Delhi,Pune,1241.77,2544.55,Truck,Rainy,Medium,CNG,477.71,986.17,22.82,14944.87
2023-06-11,Kolkata,Hyderabad,1171.46,3674.57,Container,Cloudy,Medium,Petrol,604.47,1493.09,16.86,15237.47
2023-03-18,Bangalore,Lucknow,1503.66,3421.95,Container,Foggy,Low,Petrol,725.29,1334.39,35.65,15667.96
2024-04-03,Ahmedabad,Kolkata,1726.2,2497.64,Truck,Foggy,Medium,Diesel,634.02,1845.23,22.39,15551.33
2024-03-09,Hyderabad,Lucknow,1050.63,2709.93,Van,Foggy,Medium,Diesel,220.75,591.85,15.27,10848.87
2024-01-19,Hyderabad,Delhi,1241.12,3448.28,Truck,Cloudy,Low,Petrol,389.46,1029.52,20.57,14023.11
2023-08-02,Lucknow,Chennai,1494.68,1222.08,Container,Clear,High,Petrol,681.42,1496.58,19.46,15143.98
2023-07-21,Ahmedabad,Delhi,846.17,4163.57,Van,Clear,Medium,Diesel,172.28,477.42,15.4,14354.7
2024-03-01,Delhi,Pune,1151.7,1801.34,Truck,Clear,Low,Electric,302.04,156.0,16.86,13982.82
2023-06-16,Kolkata,Mumbai,1707.98,2817.53,Van,Clear,High,Electric,355.75,163.19,21.93,27026.37
2023-06-15,Lucknow,Bangalore,1477.19,2092.05,Truck,Clear,High,CNG,516.02,1054.42,20.54,20554.7
2023-05-03,Jaipur,Pune,979.94,1885.08,Truck,Foggy,Medium,Petrol,342.28,833.94,12.47,14719.09
2023-05-26,Delhi,Mumbai,1109.8,2775.35,Truck,Rainy,Medium,Electric,434.8,187.76,16.84,17680.74
